Time,TimeStamp,ServiceName,SuccessRate(%),LatencyP50(s),LatencyP90(s),LatencyP95(s),LatencyP99(s)
2023-01-30 12:03:52.935474796 +0000 UTC m=+1440.112305100,1675080232,Frontend,0,0.19166666666666668,0.4875000000000001,0.7125000000000005,0.9424999999999998
2023-01-30 12:04:52.944210845 +0000 UTC m=+1500.121041160,1675080292,Frontend,0,0.1,0.43999999999999995,0.599999999999999,0.9200000000000005
2023-01-30 12:05:52.948506425 +0000 UTC m=+1560.125336727,1675080352,Frontend,0,0.15000000000000002,0.6500000000000007,0.9499999999999997,2.14
2023-01-30 12:06:52.953831125 +0000 UTC m=+1620.130661445,1675080412,Frontend,0,0.13,0.4,0.4499999999999999,0.4900000000000001
2023-01-30 12:07:52.949942312 +0000 UTC m=+1680.126772637,1675080472,Frontend,0,0.75,3.75,6.2499999999999964,9.25
2023-01-30 12:08:52.955700461 +0000 UTC m=+1740.132530767,1675080532,Frontend,0,0.375,2.8750000000000004,3.9375,4.787499999999998
2023-01-30 12:09:52.956280936 +0000 UTC m=+1800.133111247,1675080592,Frontend,0,0.09375,2.0125,2.25625,2.45125
2023-01-30 12:10:52.952371239 +0000 UTC m=+1860.129201536,1675080652,Frontend,0,0.1375,0.625,0.8124999999999998,0.9625
2023-01-30 12:11:52.944533206 +0000 UTC m=+1920.121363512,1675080712,Frontend,0,0.15625,0.475,0.6749999999999999,0.9349999999999996
2023-01-30 12:12:52.94011458 +0000 UTC m=+1980.116944882,1675080772,Frontend,0,0.14285714285714282,0.6000000000000001,0.7999999999999998,0.96
2023-01-30 12:13:52.935746918 +0000 UTC m=+2040.112577222,1675080832,Frontend,0,0.14285714285714282,0.4333333333333334,1.1499999999999986,2.23
2023-01-30 12:14:52.94876291 +0000 UTC m=+2100.125593226,1675080892,Frontend,0,0.13214285714285715,0.3125,0.4062499999999999,0.48125
2023-01-30 12:15:52.930419203 +0000 UTC m=+2160.107249505,1675080952,Frontend,0,0.3125,4.625,6.749999999999999,9.349999999999996
2023-01-30 12:16:52.950644685 +0000 UTC m=+2220.127474989,1675081012,Frontend,0,0.24999999999999992,2.25,2.5,4.4999999999999964
2023-01-30 12:17:52.956579626 +0000 UTC m=+2280.133409936,1675081072,Frontend,0,0.11875,2.29,3.3124999999999982,4.6625
2023-01-30 12:18:52.961877571 +0000 UTC m=+2340.138707894,1675081132,Frontend,0,0.19999999999999998,0.4875,0.8999999999999994,2.14
2023-01-30 12:19:52.963554921 +0000 UTC m=+2400.140385239,1675081192,Frontend,0,0.15833333333333333,0.3950000000000001,0.44749999999999995,0.4895
2023-01-30 12:20:52.963201845 +0000 UTC m=+2460.140032152,1675081252,Frontend,0,0.054999999999999986,0.241,0.35625,0.47124999999999984
2023-01-30 12:21:52.958519322 +0000 UTC m=+2520.135349627,1675081312,Frontend,0,0.109375,0.221875,0.23593749999999997,0.2471875
2023-01-30 12:22:52.959204632 +0000 UTC m=+2580.136034962,1675081372,Frontend,0,0.095,0.435,0.4925,0.8849999999999993
2023-01-30 12:23:52.94593172 +0000 UTC m=+2640.122762027,1675081432,Frontend,0,0.175,0.455,0.5249999999999989,0.9050000000000005
2023-01-30 12:24:52.96007697 +0000 UTC m=+2700.136907277,1675081492,Frontend,0,0.09375,0.625,0.8124999999999998,0.9625
2023-01-30 12:25:52.941738992 +0000 UTC m=+2760.118569305,1675081552,Frontend,0,0.16,0.8499999999999998,1.299999999999997,2.2600000000000016
2023-01-30 12:26:52.945966474 +0000 UTC m=+2820.122796810,1675081612,Frontend,0,0.11875,0.3624999999999999,0.4312499999999999,0.48625000000000007
2023-01-30 12:27:52.948925453 +0000 UTC m=+2880.125755766,1675081672,Frontend,0,0.04642857142857142,0.4625,0.6749999999999999,0.9349999999999996
2023-01-30 12:28:52.990532675 +0000 UTC m=+2940.167362982,1675081732,Frontend,0,0.14499999999999996,0.6500000000000002,0.8249999999999997,0.965
2023-01-30 12:29:52.949852339 +0000 UTC m=+3000.126682637,1675081792,Frontend,0,0.46875,2.307142857142857,2.6249999999999947,4.525000000000002
2023-01-30 12:30:52.96029006 +0000 UTC m=+3060.137120361,1675081852,Frontend,0,0.1625,0.9500000000000004,1.712499999999999,2.3425
2023-01-30 12:31:52.95476076 +0000 UTC m=+3120.131591101,1675081912,Frontend,0,0.225,2.0499999999999994,2.999999999999995,4.600000000000001
2023-01-30 12:32:52.964740711 +0000 UTC m=+3180.141571024,1675081972,Frontend,0,0.25,3.75,5,8.999999999999993
2023-01-30 12:33:52.967653374 +0000 UTC m=+3240.144483675,1675082032,Frontend,0,0.1625,0.4541666666666667,0.4979166666666667,0.8950000000000007
2023-01-30 12:34:52.944186866 +0000 UTC m=+3300.121017178,1675082092,Frontend,0,0.19999999999999998,0.75,1,2.1999999999999984
2023-01-30 12:35:52.94497635 +0000 UTC m=+3360.121806653,1675082152,Frontend,0,0.11875,0.45833333333333337,0.6249999999999996,0.925
2023-01-30 12:36:52.970109433 +0000 UTC m=+3420.146939736,1675082212,Frontend,0,0.175,0.446875,0.48906249999999996,0.8649999999999998
2023-01-30 12:37:52.958775186 +0000 UTC m=+3480.135605496,1675082272,Frontend,0,0.2125,0.46785714285714286,0.5249999999999989,0.9050000000000005
2023-01-30 12:38:52.95080867 +0000 UTC m=+3540.127638975,1675082332,Frontend,0,0.19642857142857142,1.0749999999999993,1.7874999999999983,2.357500000000001
2023-01-30 12:39:52.973558121 +0000 UTC m=+3600.150388426,1675082392,Frontend,0,0.28125,1.824999999999999,2.6249999999999947,4.525000000000002
2023-01-30 12:40:52.984226296 +0000 UTC m=+3660.161056601,1675082452,Frontend,0,0.125,0.425,0.4625,0.4925
2023-01-30 12:41:52.974845154 +0000 UTC m=+3720.151675469,1675082512,Frontend,0,0.235,1.1000000000000008,1.7999999999999987,2.3600000000000003
2023-01-30 12:42:52.955995387 +0000 UTC m=+3780.132825686,1675082572,Frontend,0,0.14500000000000005,0.7250000000000001,0.8624999999999997,0.9724999999999998
2023-01-30 12:43:52.960048909 +0000 UTC m=+3840.136879208,1675082632,Frontend,0,0.175,0.45625000000000004,0.49375,0.8799999999999999
2023-01-30 12:44:52.987836945 +0000 UTC m=+3900.164667259,1675082692,Frontend,0,0.20625000000000002,0.4925000000000001,0.7249999999999994,0.9449999999999994
2023-01-30 12:45:52.979962154 +0000 UTC m=+3960.156792460,1675082752,Frontend,0,0.19642857142857145,0.43611111111111106,0.46805555555555556,0.4936111111111111
2023-01-30 12:46:52.976074553 +0000 UTC m=+4020.152904859,1675082812,Frontend,0,0.19375,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-30 12:47:52.964378551 +0000 UTC m=+4080.141208857,1675082872,Frontend,0,0.1,0.23500000000000004,0.2749999999999998,0.455
2023-01-30 12:48:52.970693152 +0000 UTC m=+4140.147523468,1675082932,Frontend,0,0.085,0.39375,0.446875,0.4893749999999999
2023-01-30 12:49:52.978844616 +0000 UTC m=+4200.155674947,1675082992,Frontend,0,0.1,0.4500000000000001,0.5499999999999996,0.91
2023-01-30 12:50:52.984329344 +0000 UTC m=+4260.161159650,1675083052,Frontend,0,0.13750000000000004,0.41666666666666696,0.5000000000000017,0.8999999999999998
2023-01-30 12:51:52.964928469 +0000 UTC m=+4320.141758774,1675083112,Frontend,0,0.2125,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 12:52:52.977440272 +0000 UTC m=+4380.154270573,1675083172,Frontend,0,0.15000000000000002,0.800000000000002,1.6000000000000005,2.32
2023-01-30 12:53:52.967223655 +0000 UTC m=+4440.144053971,1675083232,Frontend,0,0.15625,0.6333333333333332,0.8166666666666663,0.9633333333333335
2023-01-30 12:54:52.970060449 +0000 UTC m=+4500.146890765,1675083292,Frontend,0,0.165625,0.9250000000000007,2.2750000000000044,4.424999999999998
2023-01-30 12:55:52.978235363 +0000 UTC m=+4560.155065661,1675083352,Frontend,0,0.1125,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 12:56:52.979071619 +0000 UTC m=+4620.155901922,1675083412,Frontend,0,0.14285714285714282,0.43999999999999995,0.4949999999999999,0.8900000000000005
2023-01-30 12:57:52.978426223 +0000 UTC m=+4680.155256546,1675083472,Frontend,0,0.235,0.44642857142857145,0.47321428571428564,0.4946428571428571
2023-01-30 12:58:52.988816556 +0000 UTC m=+4740.165646858,1675083532,Frontend,0,0.09999999999999999,0.6000000000000001,0.7999999999999998,0.96
2023-01-30 12:59:52.947368762 +0000 UTC m=+4800.124199062,1675083592,Frontend,0,0.12045454545454544,0.4312500000000001,0.7249999999999979,2.0349999999999997
2023-01-30 13:00:52.982570181 +0000 UTC m=+4860.159400507,1675083652,Frontend,0,0.2125,0.825,1.2250000000000003,2.2449999999999983
2023-01-30 13:01:52.978088972 +0000 UTC m=+4920.154919263,1675083712,Frontend,0,0.175,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 13:02:52.96909756 +0000 UTC m=+4980.145927870,1675083772,Frontend,0,0.22,1.1500000000000008,1.824999999999999,2.365
2023-01-30 13:03:52.98847665 +0000 UTC m=+5040.165306946,1675083832,Frontend,0,0.15625,0.4444444444444445,0.4861111111111111,2.0499999999999994
2023-01-30 13:04:52.991251649 +0000 UTC m=+5100.168081952,1675083892,Frontend,0,0.2,0.7000000000000002,0.8499999999999998,0.97
2023-01-30 13:05:52.982522035 +0000 UTC m=+5160.159352339,1675083952,Frontend,0,0.09999999999999998,0.43999999999999995,0.4949999999999999,0.8900000000000005
2023-01-30 13:06:52.984460775 +0000 UTC m=+5220.161291070,1675084012,Frontend,0,0.18571428571428572,0.7200000000000001,0.8599999999999998,0.9720000000000001
2023-01-30 13:07:52.991918558 +0000 UTC m=+5280.168748863,1675084072,Frontend,0,0.23928571428571432,0.87,1.2624999999999962,2.2524999999999973
2023-01-30 13:08:52.973837064 +0000 UTC m=+5340.150667376,1675084132,Frontend,0,0.09374999999999999,1.3499999999999999,1.925,2.384999999999999
2023-01-30 13:09:52.973724231 +0000 UTC m=+5400.150554546,1675084192,Frontend,0,0.4166666666666666,2.2600000000000007,2.749999999999998,4.55
2023-01-30 13:10:52.986904198 +0000 UTC m=+5460.163734516,1675084252,Frontend,0,0.11874999999999994,0.4875,0.7125,0.9424999999999997
2023-01-30 13:11:53.000020807 +0000 UTC m=+5520.176851122,1675084313,Frontend,0,0.08928571428571427,0.4083333333333334,0.49583333333333324,0.8949999999999999
2023-01-30 13:12:52.975076881 +0000 UTC m=+5580.151907194,1675084372,Frontend,0,0.1,0.30000000000000004,0.3999999999999999,0.48
2023-01-30 13:13:52.99547068 +0000 UTC m=+5640.172300986,1675084432,Frontend,0,0.18999999999999995,0.6000000000000001,0.7999999999999998,0.96
2023-01-30 13:14:52.980569594 +0000 UTC m=+5700.157399902,1675084492,Frontend,0,0.0875,0.4625,0.6749999999999999,0.9349999999999996
2023-01-30 13:15:52.983346726 +0000 UTC m=+5760.160177032,1675084552,Frontend,0,0.1375,4.500000000000001,6.499999999999993,9.300000000000002
2023-01-30 13:16:53.021702561 +0000 UTC m=+5820.198532865,1675084613,Frontend,0,0.22,2.2,2.999999999999995,4.600000000000001
2023-01-30 13:17:52.994911676 +0000 UTC m=+5880.171741985,1675084672,Frontend,0,0.31250000000000006,2.350000000000002,3.500000000000001,4.7
2023-01-30 13:18:52.993818434 +0000 UTC m=+5940.170648750,1675084732,Frontend,0,0.13214285714285715,1.1499999999999986,5.249999999999989,9.050000000000004
2023-01-30 13:19:53.000708698 +0000 UTC m=+6000.177539020,1675084793,Frontend,0,0.125,0.5750000000000001,0.7875,0.9574999999999997
2023-01-30 13:20:53.004110064 +0000 UTC m=+6060.180940391,1675084853,Frontend,0,0.2125,0.5999999999999999,0.7999999999999996,0.9600000000000002
2023-01-30 13:21:52.9984146 +0000 UTC m=+6120.175244899,1675084912,Frontend,0,0.15357142857142855,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 13:22:53.000517458 +0000 UTC m=+6180.177347761,1675084973,Frontend,0,0.1499999999999999,1.8999999999999992,2.4499999999999993,8.900000000000004
2023-01-30 13:23:52.998640488 +0000 UTC m=+6240.175470789,1675085032,Frontend,0,0.225,2.4500000000000006,4.874999999999997,8.95
2023-01-30 13:24:52.978448572 +0000 UTC m=+6300.155278876,1675085092,Frontend,0,0.175,3.4166666666666656,4.208333333333331,4.841666666666668
2023-01-30 13:25:52.996332972 +0000 UTC m=+6360.173163274,1675085152,Frontend,0,0.184375,1.3750000000000013,2.3124999999999982,8.750000000000004
2023-01-30 13:26:52.983425676 +0000 UTC m=+6420.160255989,1675085212,Frontend,0,0.14499999999999996,0.45625,0.5750000000000001,0.9149999999999994
2023-01-30 13:27:52.999715391 +0000 UTC m=+6480.176545728,1675085272,Frontend,0,0.4166666666666667,2.05,2.275,2.455
2023-01-30 13:28:52.999783963 +0000 UTC m=+6540.176614293,1675085332,Frontend,0,0.15,0.47000000000000014,0.6750000000000005,0.9349999999999997
2023-01-30 13:29:52.994811631 +0000 UTC m=+6600.171641947,1675085392,Frontend,0,0.21785714285714283,0.6500000000000002,0.8249999999999997,0.965
2023-01-30 13:30:53.01562384 +0000 UTC m=+6660.192454150,1675085453,Frontend,0,0.175,0.6000000000000004,0.925,4.349999999999996
2023-01-30 13:31:52.997889289 +0000 UTC m=+6720.174719612,1675085512,Frontend,0,0.175,1.9375000000000007,2.40625,4.3750000000000036
2023-01-30 13:32:53.014102056 +0000 UTC m=+6780.190932351,1675085573,Frontend,0,0.20312499999999997,2.6249999999999987,3.8124999999999973,4.762500000000002
2023-01-30 13:33:53.00542866 +0000 UTC m=+6840.182258979,1675085633,Frontend,0,0.146875,0.4125,0.5750000000000001,0.9149999999999994
2023-01-30 13:34:53.006460807 +0000 UTC m=+6900.183291136,1675085693,Frontend,0,0.18333333333333338,0.4833333333333335,0.7000000000000002,0.94
2023-01-30 13:35:53.027926514 +0000 UTC m=+6960.204756826,1675085753,Frontend,0,0.175,0.8125,0.9687499999999998,2.1250000000000013
2023-01-30 13:36:53.012234907 +0000 UTC m=+7020.189065212,1675085813,Frontend,0,0.16818181818181818,0.6750000000000003,0.8375,0.9674999999999999
2023-01-30 13:37:52.995834814 +0000 UTC m=+7080.172665116,1675085872,Frontend,0,0.175,0.8166666666666668,0.9916666666666665,2.185
2023-01-30 13:38:52.986828516 +0000 UTC m=+7140.163658827,1675085932,Frontend,0,0.16,1.3,1.9,2.380000000000001
2023-01-30 13:39:53.0136983 +0000 UTC m=+7200.190528615,1675085993,Frontend,0,0.09642857142857142,1.5499999999999996,2.024999999999999,2.4050000000000002
2023-01-30 13:40:52.998551277 +0000 UTC m=+7260.175381590,1675086052,Frontend,0,0.235,0.825,0.9125,0.9825
2023-01-30 13:41:53.005143178 +0000 UTC m=+7320.181973517,1675086113,Frontend,0,0.1825,0.4437499999999999,0.5249999999999989,0.9050000000000005
2023-01-30 13:42:53.017285492 +0000 UTC m=+7380.194115818,1675086173,Frontend,0,0.175,0.7833333333333333,0.8916666666666667,0.9783333333333333
2023-01-30 13:43:52.996061025 +0000 UTC m=+7440.172891340,1675086232,Frontend,0,0.23125,0.625,0.8124999999999998,0.9625
2023-01-30 13:44:52.992716675 +0000 UTC m=+7500.169546974,1675086292,Frontend,0,0.175,0.9000000000000002,1.1499999999999986,2.23
2023-01-30 13:45:53.009637163 +0000 UTC m=+7560.186467468,1675086353,Frontend,0,0.5,3.999999999999999,4.916666666666664,8.900000000000004
2023-01-30 13:46:53.033665101 +0000 UTC m=+7620.210495411,1675086413,Frontend,0,0.5833333333333334,2.0125,2.25625,2.45125
2023-01-30 13:47:53.014627127 +0000 UTC m=+7680.191457460,1675086473,Frontend,0,1.125,3.125,4.062499999999999,4.8125
2023-01-30 13:48:53.01517525 +0000 UTC m=+7740.192005576,1675086533,Frontend,0,0.175,1.375,1.9374999999999993,2.3875
2023-01-30 13:49:53.001092138 +0000 UTC m=+7800.177922464,1675086593,Frontend,0,0.32142857142857145,0.7750000000000002,0.8874999999999998,0.9775
2023-01-30 13:50:53.000901859 +0000 UTC m=+7860.177732185,1675086653,Frontend,0,0.13214285714285712,0.7500000000000002,0.8749999999999998,0.9750000000000001
2023-01-30 13:51:53.01404403 +0000 UTC m=+7920.190874341,1675086713,Frontend,0,0.225,0.44285714285714284,0.4714285714285713,0.49428571428571433
2023-01-30 13:52:53.011318791 +0000 UTC m=+7980.188149106,1675086773,Frontend,0,0.375,2.1785714285714284,2.3392857142857144,2.467857142857143
2023-01-30 13:53:53.00443932 +0000 UTC m=+8040.181269627,1675086833,Frontend,0,0.0875,0.9749999999999999,1.6749999999999983,2.335000000000001
2023-01-30 13:54:53.022961967 +0000 UTC m=+8100.199792276,1675086893,Frontend,0,1.5000000000000002,4.166666666666667,4.583333333333334,4.916666666666666
2023-01-30 13:55:53.001977823 +0000 UTC m=+8160.178808137,1675086953,Frontend,0,0.325,2.350000000000002,3.6874999999999987,4.7375
2023-01-30 13:56:53.002096546 +0000 UTC m=+8220.178926882,1675087013,Frontend,0,0.21249999999999997,0.8083333333333332,0.9041666666666668,0.9808333333333332
2023-01-30 13:57:53.037710447 +0000 UTC m=+8280.214540750,1675087073,Frontend,0,0.16,0.6000000000000006,1.1499999999999986,2.23
2023-01-30 13:58:53.017366348 +0000 UTC m=+8340.194196649,1675087133,Frontend,0,0.175,0.7799999999999999,0.8899999999999998,0.9780000000000001
2023-01-30 13:59:53.020613174 +0000 UTC m=+8400.197443475,1675087193,Frontend,0,0.1,0.4625000000000002,0.6750000000000005,0.9349999999999997
2023-01-30 14:00:53.016974711 +0000 UTC m=+8460.193805006,1675087253,Frontend,0,0.11666666666666668,1.600000000000004,3.375000000000002,4.674999999999999
2023-01-30 14:01:52.99903215 +0000 UTC m=+8520.175862458,1675087312,Frontend,0,0.15,0.4500000000000001,3.2499999999999964,4.650000000000001
2023-01-30 14:02:52.993515473 +0000 UTC m=+8580.170345771,1675087372,Frontend,0,0.145,2.6249999999999987,3.8124999999999973,4.762500000000002
2023-01-30 14:03:53.016007264 +0000 UTC m=+8640.192837579,1675087433,Frontend,0,0.225,0.6875,0.8437499999999998,0.9687500000000001
2023-01-30 14:04:53.013040559 +0000 UTC m=+8700.189870878,1675087493,Frontend,0,0.2375,2.0499999999999994,2.6249999999999947,4.525000000000002
2023-01-30 14:05:53.021857359 +0000 UTC m=+8760.198687696,1675087553,Frontend,0,0.08333333333333334,0.4500000000000001,0.6499999999999994,0.9300000000000003
2023-01-30 14:06:53.020214973 +0000 UTC m=+8820.197045297,1675087613,Frontend,0,0.12499999999999999,0.75,1.3749999999999987,2.275
2023-01-30 14:07:53.031028677 +0000 UTC m=+8880.207858987,1675087673,Frontend,0,0.165625,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 14:08:53.01618618 +0000 UTC m=+8940.193016481,1675087733,Frontend,0,0.32142857142857145,1.1500000000000008,1.824999999999999,2.365
2023-01-30 14:09:53.014255847 +0000 UTC m=+9000.191086169,1675087793,Frontend,0,0.20000000000000004,1.4500000000000022,2.349999999999999,4.4
2023-01-30 14:10:53.029152442 +0000 UTC m=+9060.205982764,1675087853,Frontend,0,0.2375,0.83,0.915,0.9829999999999999
2023-01-30 14:11:53.002874108 +0000 UTC m=+9120.179704417,1675087913,Frontend,0,0.29166666666666663,0.8166666666666665,0.9083333333333331,0.9816666666666667
2023-01-30 14:12:53.014654958 +0000 UTC m=+9180.191485273,1675087973,Frontend,0,0.19375,0.7300000000000002,0.865,0.973
2023-01-30 14:13:53.024355549 +0000 UTC m=+9240.201186073,1675088033,Frontend,0,0.3125,0.8499999999999998,1.5249999999999997,2.3049999999999993
2023-01-30 14:14:53.025188369 +0000 UTC m=+9300.202018672,1675088093,Frontend,0,0.16250000000000003,0.6875,0.8437499999999998,0.9687500000000001
2023-01-30 14:15:53.018254073 +0000 UTC m=+9360.195084393,1675088153,Frontend,0,0.1625,0.81875,0.909375,0.981875
2023-01-30 14:16:53.030770233 +0000 UTC m=+9420.207600543,1675088213,Frontend,0,0.16666666666666669,0.7000000000000003,0.85,0.97
2023-01-30 14:17:53.028433434 +0000 UTC m=+9480.205263741,1675088273,Frontend,0,0.146875,0.435,0.4925,0.8849999999999993
2023-01-30 14:18:53.030052449 +0000 UTC m=+9540.206882761,1675088333,Frontend,0,0.18333333333333332,0.7249999999999998,0.8624999999999998,0.9725000000000001
2023-01-30 14:19:53.025977436 +0000 UTC m=+9600.202807766,1675088393,Frontend,0,0.1125,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-30 14:20:53.017309033 +0000 UTC m=+9660.194139339,1675088453,Frontend,0,0.375,3.4166666666666656,4.208333333333331,4.841666666666668
2023-01-30 14:21:53.035975993 +0000 UTC m=+9720.212806309,1675088513,Frontend,0,0.12812499999999996,0.385,0.4425,0.48849999999999993
2023-01-30 14:22:53.031887528 +0000 UTC m=+9780.208717845,1675088573,Frontend,0,0.25,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-30 14:23:53.035769833 +0000 UTC m=+9840.212600139,1675088633,Frontend,0,0.28125,0.83,0.915,0.9829999999999999
2023-01-30 14:24:53.040749024 +0000 UTC m=+9900.217579320,1675088693,Frontend,0,0.16666666666666669,0.6750000000000003,0.8375,0.9674999999999999
2023-01-30 14:25:53.033096708 +0000 UTC m=+9960.209927020,1675088753,Frontend,0,0.18437500000000007,0.827777777777778,0.9138888888888888,0.9827777777777779
2023-01-30 14:26:53.046774847 +0000 UTC m=+10020.223605152,1675088813,Frontend,0,0.16136363636363638,0.7624999999999998,0.94375,2.0649999999999977
2023-01-30 14:27:53.017613217 +0000 UTC m=+10080.194443517,1675088873,Frontend,0,0.225,1.375,1.9374999999999993,2.3875
2023-01-30 14:28:53.041098938 +0000 UTC m=+10140.217929263,1675088933,Frontend,0,0.07499999999999991,0.6500000000000002,0.8249999999999997,0.965
2023-01-30 14:29:53.03943674 +0000 UTC m=+10200.216267073,1675088993,Frontend,0,0.235,0.8499999999999998,2.6249999999999947,4.525000000000002
2023-01-30 14:30:53.039385885 +0000 UTC m=+10260.216216193,1675089053,Frontend,0,0.20833333333333331,0.7700000000000001,0.885,0.9769999999999999
2023-01-30 14:31:53.045052298 +0000 UTC m=+10320.221882596,1675089113,Frontend,0,0.15,0.38333333333333347,0.44166666666666665,0.4883333333333334
2023-01-30 14:32:53.020461914 +0000 UTC m=+10380.197292223,1675089173,Frontend,0,0.15999999999999998,0.6333333333333332,0.8166666666666663,0.9633333333333335
2023-01-30 14:33:53.040322945 +0000 UTC m=+10440.217153252,1675089233,Frontend,0,0.165625,0.6374999999999998,0.81875,0.9637499999999998
2023-01-30 14:34:53.053370582 +0000 UTC m=+10500.230200889,1675089293,Frontend,0,0.21249999999999997,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-30 14:35:53.034477383 +0000 UTC m=+10560.211307691,1675089353,Frontend,0,0.425,0.88125,0.9406249999999999,0.988125
2023-01-30 14:36:53.034370451 +0000 UTC m=+10620.211200764,1675089413,Frontend,0,0.425,1.6749999999999996,2.087499999999999,2.4175
2023-01-30 14:37:53.024942998 +0000 UTC m=+10680.201773305,1675089473,Frontend,0,0.19642857142857145,0.6875,0.8437499999999998,0.9687500000000001
2023-01-30 14:38:53.043918199 +0000 UTC m=+10740.220748518,1675089533,Frontend,0,0.22,0.8142857142857143,0.9071428571428571,0.9814285714285713
2023-01-30 14:39:53.038782722 +0000 UTC m=+10800.215613021,1675089593,Frontend,0,0.175,0.5999999999999999,0.7999999999999996,0.9600000000000002
2023-01-30 14:40:53.051153384 +0000 UTC m=+10860.227983704,1675089653,Frontend,0,0.15625,0.6333333333333332,0.8166666666666663,0.9633333333333335
2023-01-30 14:41:53.048876545 +0000 UTC m=+10920.225706851,1675089713,Frontend,0,0.2125,0.7833333333333332,0.975,2.154999999999998
2023-01-30 14:42:53.030427322 +0000 UTC m=+10980.207257633,1675089773,Frontend,0,0.07916666666666669,0.2485000000000001,0.37083333333333335,0.4741666666666668
