Time,TimeStamp,ServiceName,SuccessRate(%),LatencyP50(s),LatencyP90(s),LatencyP95(s),LatencyP99(s)
2023-01-29 09:00:09.056699691 +0000 UTC m=+1140.132861551,1674982809,Frontend,0,0.15625000000000006,0.916666666666667,1.5624999999999996,2.312500000000001
2023-01-29 09:01:09.056496667 +0000 UTC m=+1200.132658527,1674982869,Frontend,0,0.11071428571428571,0.3874999999999999,0.5249999999999989,0.9050000000000005
2023-01-29 09:02:09.051652751 +0000 UTC m=+1260.127814613,1674982929,Frontend,0,0.14285714285714282,1,1.75,2.349999999999999
2023-01-29 09:03:09.054538638 +0000 UTC m=+1320.130700498,1674982989,Frontend,0,0.0875,0.4300000000000001,0.48999999999999994,0.8799999999999999
2023-01-29 09:04:09.056838363 +0000 UTC m=+1380.133000223,1674983049,Frontend,0,0.049999999999999996,0.3250000000000001,0.4749999999999998,0.8799999999999999
2023-01-29 09:05:09.055604484 +0000 UTC m=+1440.131766344,1674983109,Frontend,0,0.1375,0.5333333333333335,0.7666666666666663,0.9533333333333335
2023-01-29 09:06:09.033673051 +0000 UTC m=+1500.109834912,1674983169,Frontend,0,0.11249999999999996,0.4249999999999999,0.5249999999999989,0.9050000000000005
2023-01-29 09:07:09.033414107 +0000 UTC m=+1560.109575967,1674983229,Frontend,0,0.13,0.4500000000000001,0.6499999999999994,0.9300000000000003
2023-01-29 09:08:09.047486513 +0000 UTC m=+1620.123648373,1674983289,Frontend,0,0.14687500000000003,0.5833333333333335,0.7916666666666665,0.9583333333333335
2023-01-29 09:09:09.042572932 +0000 UTC m=+1680.118734808,1674983349,Frontend,0,0.15624999999999997,0.825,1.2250000000000003,2.2449999999999983
2023-01-29 09:10:09.035621914 +0000 UTC m=+1740.111783775,1674983409,Frontend,0,0.165625,0.5833333333333335,0.7916666666666665,0.9583333333333335
2023-01-29 09:11:09.051133918 +0000 UTC m=+1800.127295787,1674983469,Frontend,0,0.075,0.38333333333333336,0.4416666666666666,0.4883333333333334
2023-01-29 09:12:09.056293546 +0000 UTC m=+1860.132455407,1674983529,Frontend,0,0.16428571428571428,0.7333333333333334,0.8666666666666664,0.9733333333333335
2023-01-29 09:13:09.029833205 +0000 UTC m=+1920.105995066,1674983589,Frontend,0,0.25,0.75,0.875,0.9749999999999998
2023-01-29 09:14:09.049097684 +0000 UTC m=+1980.125259544,1674983649,Frontend,0,0.125,0.5,0.75,0.9499999999999996
2023-01-29 09:15:09.053278253 +0000 UTC m=+2040.129440113,1674983709,Frontend,0,0.16818181818181818,0.43333333333333335,0.4875,0.8699999999999993
2023-01-29 09:16:09.035276261 +0000 UTC m=+2100.111438121,1674983769,Frontend,0,0.1375,0.7999999999999998,0.9833333333333331,2.1700000000000013
2023-01-29 09:17:09.051502125 +0000 UTC m=+2160.127663986,1674983829,Frontend,0,0.23125,0.485,0.6749999999999999,0.9349999999999996
2023-01-29 09:18:09.047849569 +0000 UTC m=+2220.124011429,1674983889,Frontend,0,0.1125,0.49166666666666675,0.7374999999999998,0.9475
2023-01-29 09:19:09.049948496 +0000 UTC m=+2280.126110360,1674983949,Frontend,0,0.1,0.4,0.45,0.48999999999999994
2023-01-29 09:20:09.064582533 +0000 UTC m=+2340.140744401,1674984009,Frontend,0,0.065,0.199,0.2245,0.24489999999999995
2023-01-29 09:21:09.05779371 +0000 UTC m=+2400.133955577,1674984069,Frontend,0,0.0875,0.44166666666666676,0.5750000000000001,0.9149999999999994
2023-01-29 09:22:09.073567172 +0000 UTC m=+2460.149729036,1674984129,Frontend,0,0.14285714285714282,0.3875000000000001,0.4437499999999999,0.48875
2023-01-29 09:23:09.072134644 +0000 UTC m=+2520.148296504,1674984189,Frontend,0,0.19642857142857145,0.5833333333333335,0.7916666666666665,0.9583333333333335
2023-01-29 09:24:09.058392115 +0000 UTC m=+2580.134553982,1674984249,Frontend,0,0.145,0.46000000000000013,0.7999999999999986,2.080000000000001
2023-01-29 09:25:09.077656157 +0000 UTC m=+2640.153818017,1674984309,Frontend,0,0.18999999999999995,0.9,1,2.1999999999999984
2023-01-29 09:26:09.060562207 +0000 UTC m=+2700.136724070,1674984369,Frontend,0,0.16428571428571428,0.45,0.5,0.8999999999999994
2023-01-29 09:27:09.08380492 +0000 UTC m=+2760.159966788,1674984429,Frontend,0,0.1,0.45,0.5,2.1999999999999984
2023-01-29 09:28:09.070716115 +0000 UTC m=+2820.146877976,1674984489,Frontend,0,0.13409090909090912,0.44166666666666676,0.6624999999999996,0.9325
2023-01-29 09:29:09.055402995 +0000 UTC m=+2880.131564875,1674984549,Frontend,0,0.175,0.8375000000000004,0.9812500000000004,2.154999999999999
2023-01-29 09:30:09.079553413 +0000 UTC m=+2940.155715272,1674984609,Frontend,0,0.2125,0.44,0.47,0.494
2023-01-29 09:31:09.059827839 +0000 UTC m=+3000.135989700,1674984669,Frontend,0,0.175,0.46785714285714286,0.5249999999999989,0.9050000000000005
2023-01-29 09:32:09.072223907 +0000 UTC m=+3060.148385768,1674984729,Frontend,0,0.375,2.100000000000001,2.749999999999998,4.55
2023-01-29 09:33:09.092729274 +0000 UTC m=+3120.168891135,1674984789,Frontend,0,0.075,0.425,0.4625,0.4925
2023-01-29 09:34:09.069835938 +0000 UTC m=+3180.145997825,1674984849,Frontend,0,0.08333333333333334,0.23500000000000004,0.3249999999999997,0.46500000000000014
2023-01-29 09:35:09.073064047 +0000 UTC m=+3240.149225914,1674984909,Frontend,0,0.1125,0.4125,0.5750000000000001,0.9149999999999994
2023-01-29 09:36:09.059115079 +0000 UTC m=+3300.135276939,1674984969,Frontend,0,0.15000000000000002,0.47857142857142854,0.6749999999999999,0.9349999999999996
2023-01-29 09:37:09.077060715 +0000 UTC m=+3360.153222579,1674985029,Frontend,0,0.075,0.38750000000000007,0.44375,0.48875
2023-01-29 09:38:09.066550615 +0000 UTC m=+3420.142712475,1674985089,Frontend,0,0.1825,0.47916666666666674,0.6874999999999999,0.9375000000000003
2023-01-29 09:39:09.050030278 +0000 UTC m=+3480.126192147,1674985149,Frontend,0,0.2125,1,1.75,2.349999999999999
2023-01-29 09:40:09.056626773 +0000 UTC m=+3540.132788634,1674985209,Frontend,0,0.14285714285714282,0.5,0.75,0.9499999999999996
2023-01-29 09:41:09.058163136 +0000 UTC m=+3600.134324997,1674985269,Frontend,0,0.16666666666666666,1.5999999999999992,2.424999999999998,4.450000000000002
2023-01-29 09:42:09.073570875 +0000 UTC m=+3660.149732740,1674985329,Frontend,0,0.075,0.38750000000000007,0.6374999999999998,0.9274999999999997
2023-01-29 09:43:09.064422202 +0000 UTC m=+3720.140584088,1674985389,Frontend,0,0.09500000000000001,0.34500000000000025,0.4225,0.48450000000000004
2023-01-29 09:44:09.051895635 +0000 UTC m=+3780.128057495,1674985449,Frontend,0,0.13,0.45,0.5,0.8999999999999994
2023-01-29 09:45:09.07782454 +0000 UTC m=+3840.153986400,1674985509,Frontend,0,0.175,0.45625000000000004,0.49375,0.8799999999999999
2023-01-29 09:46:09.077912518 +0000 UTC m=+3900.154074379,1674985569,Frontend,0,0.3333333333333334,1.7800000000000007,2.14,2.428
2023-01-29 09:47:09.089687926 +0000 UTC m=+3960.165849786,1674985629,Frontend,0,0.0875,0.4625,0.6749999999999999,0.9349999999999996
2023-01-29 09:48:09.081085714 +0000 UTC m=+4020.157247582,1674985689,Frontend,0,0.033333333333333326,0.40000000000000036,0.6499999999999994,0.9300000000000003
2023-01-29 09:49:09.075904347 +0000 UTC m=+4080.152066206,1674985749,Frontend,0,0.14687499999999998,0.6166666666666666,0.8083333333333332,0.9616666666666666
2023-01-29 09:50:09.052312315 +0000 UTC m=+4140.128474179,1674985809,Frontend,0,0.13000000000000003,0.4000000000000001,0.48125,0.8699999999999993
2023-01-29 09:51:09.074347748 +0000 UTC m=+4200.150509613,1674985869,Frontend,0,0.09166666666666667,0.5,0.75,0.9499999999999996
2023-01-29 09:52:09.055998551 +0000 UTC m=+4260.132160412,1674985929,Frontend,0,0.21785714285714286,0.465625,0.4984374999999999,0.8949999999999999
2023-01-29 09:53:09.081370385 +0000 UTC m=+4320.157532245,1674985989,Frontend,0,0.22499999999999998,0.6999999999999996,0.9749999999999994,4.450000000000002
2023-01-29 09:54:09.09557001 +0000 UTC m=+4380.171731871,1674986049,Frontend,0,0.2,0.4875000000000001,0.7000000000000002,0.94
2023-01-29 09:55:09.095027042 +0000 UTC m=+4440.171188904,1674986109,Frontend,0,0.175,0.9200000000000003,1.1499999999999986,2.23
2023-01-29 09:56:09.093625679 +0000 UTC m=+4500.169787539,1674986169,Frontend,0,0.16,0.41666666666666663,0.5,0.8999999999999994
2023-01-29 09:57:09.073205976 +0000 UTC m=+4560.149367838,1674986229,Frontend,0,0.18863636363636363,0.44583333333333347,0.49375000000000013,0.8849999999999997
2023-01-29 09:58:09.095344264 +0000 UTC m=+4620.171506124,1674986289,Frontend,0,0.09285714285714286,0.4125000000000002,0.4875000000000001,0.8800000000000002
2023-01-29 09:59:09.096629715 +0000 UTC m=+4680.172791575,1674986349,Frontend,0,0.13214285714285715,0.435,0.4925,0.8849999999999993
2023-01-29 10:00:09.097204738 +0000 UTC m=+4740.173366607,1674986409,Frontend,0,0.25,1.600000000000001,2.05,2.41
2023-01-29 10:01:09.09518122 +0000 UTC m=+4800.171343083,1674986469,Frontend,0,0.08125,0.5500000000000004,0.7749999999999998,0.955
2023-01-29 10:02:09.08691303 +0000 UTC m=+4860.163074890,1674986529,Frontend,0,0.17499999999999993,0.475,1.3749999999999987,2.275
2023-01-29 10:03:09.090626615 +0000 UTC m=+4920.166788476,1674986589,Frontend,0,0.0875,0.6250000000000003,0.8125,0.9625
2023-01-29 10:04:09.070749114 +0000 UTC m=+4980.146910982,1674986649,Frontend,0,0.09374999999999999,0.43999999999999995,0.4949999999999999,0.8900000000000005
2023-01-29 10:05:09.089006045 +0000 UTC m=+5040.165167913,1674986709,Frontend,0,0.15625,0.4249999999999999,0.599999999999999,0.9200000000000005
2023-01-29 10:06:09.069587945 +0000 UTC m=+5100.145749806,1674986769,Frontend,0,0.13,0.4500000000000001,0.6499999999999994,0.9300000000000003
2023-01-29 10:07:09.075943263 +0000 UTC m=+5160.152105124,1674986829,Frontend,0,0.2071428571428571,0.6749999999999999,0.8375,0.9674999999999998
2023-01-29 10:08:09.092827296 +0000 UTC m=+5220.168989158,1674986889,Frontend,0,0.0875,0.7333333333333334,0.8666666666666664,0.9733333333333335
2023-01-29 10:09:09.096396161 +0000 UTC m=+5280.172558038,1674986949,Frontend,0,0.20000000000000004,1.5250000000000004,2.0125,2.4024999999999994
2023-01-29 10:10:09.104241447 +0000 UTC m=+5340.180403307,1674987009,Frontend,0,0.10937499999999997,0.2749999999999998,0.5249999999999989,0.9050000000000005
2023-01-29 10:11:09.093241875 +0000 UTC m=+5400.169403735,1674987069,Frontend,0,0.09166666666666667,0.3000000000000003,0.5499999999999996,0.91
2023-01-29 10:12:09.091321916 +0000 UTC m=+5460.167483777,1674987129,Frontend,0,0.165625,0.5750000000000001,0.7875,0.9574999999999997
2023-01-29 10:13:09.076397394 +0000 UTC m=+5520.152559270,1674987189,Frontend,0,0.25,0.475,0.5499999999999996,0.91
2023-01-29 10:14:09.10096709 +0000 UTC m=+5580.177128950,1674987249,Frontend,0,0.045,0.4,0.4499999999999999,0.49000000000000005
2023-01-29 10:15:09.087437317 +0000 UTC m=+5640.163599179,1674987309,Frontend,0,0.075,0.4125,0.5750000000000001,0.9149999999999994
2023-01-29 10:16:09.080791738 +0000 UTC m=+5700.156953598,1674987369,Frontend,0,0.15,0.6500000000000002,0.9499999999999996,2.14
2023-01-29 10:17:09.090950223 +0000 UTC m=+5760.167112084,1674987429,Frontend,0,0.11666666666666665,0.6500000000000005,0.8249999999999997,0.9650000000000001
2023-01-29 10:18:09.100417908 +0000 UTC m=+5820.176579769,1674987489,Frontend,0,0.09999999999999999,0.7000000000000001,0.8499999999999998,0.97
2023-01-29 10:19:09.089368616 +0000 UTC m=+5880.165530506,1674987549,Frontend,0,0.05714285714285714,0.12999999999999995,0.18999999999999984,0.23800000000000007
2023-01-29 10:20:09.089147218 +0000 UTC m=+5940.165309079,1674987609,Frontend,0,0.075,0.3125,0.4062499999999999,0.48125
2023-01-29 10:21:09.088549445 +0000 UTC m=+6000.164711322,1674987669,Frontend,0,0.1375,0.6833333333333331,0.8416666666666663,0.9683333333333335
2023-01-29 10:22:09.089372444 +0000 UTC m=+6060.165534390,1674987729,Frontend,0,0.05,0.09666666666666666,0.1449999999999998,0.22900000000000006
2023-01-29 10:23:09.070848952 +0000 UTC m=+6120.147010812,1674987789,Frontend,0,0.15999999999999998,0.49166666666666664,0.7249999999999994,0.9450000000000002
2023-01-29 10:24:09.089264852 +0000 UTC m=+6180.165426712,1674987849,Frontend,0,0.1,0.5,0.75,0.9499999999999996
2023-01-29 10:25:09.073674099 +0000 UTC m=+6240.149835959,1674987909,Frontend,0,0.1375,0.6999999999999996,2.999999999999995,4.600000000000001
2023-01-29 10:26:09.106710539 +0000 UTC m=+6300.182872399,1674987969,Frontend,0,0.13750000000000007,0.7416666666666668,0.8708333333333332,0.9741666666666667
2023-01-29 10:27:09.112747701 +0000 UTC m=+6360.188909574,1674988029,Frontend,0,0.34375,1.9499999999999995,2.2249999999999996,2.445
2023-01-29 10:28:09.113321438 +0000 UTC m=+6420.189483299,1674988089,Frontend,0,0.1125,0.4249999999999999,0.5249999999999989,0.9050000000000005
2023-01-29 10:29:09.104809702 +0000 UTC m=+6480.180971570,1674988149,Frontend,0,0.12250000000000003,0.4374999999999999,0.6874999999999993,0.9375000000000002
2023-01-29 10:30:09.107896401 +0000 UTC m=+6540.184058261,1674988209,Frontend,0,0.13214285714285715,0.6625,0.8312499999999998,0.96625
2023-01-29 10:31:09.106000192 +0000 UTC m=+6600.182162053,1674988269,Frontend,0,0.18750000000000003,0.616666666666667,0.8083333333333335,0.9616666666666666
2023-01-29 10:32:09.112963923 +0000 UTC m=+6660.189125826,1674988329,Frontend,0,0.19642857142857145,0.8583333333333335,0.9708333333333332,2.0949999999999998
2023-01-29 10:33:09.084108013 +0000 UTC m=+6720.160269873,1674988389,Frontend,0,0.1875,0.6500000000000002,1.2250000000000003,2.2449999999999983
2023-01-29 10:34:09.124449242 +0000 UTC m=+6780.200611102,1674988449,Frontend,0,0.25,1.6,2.0499999999999994,2.41
2023-01-29 10:35:09.082538389 +0000 UTC m=+6840.158700249,1674988509,Frontend,0,0.275,0.825,0.9125,0.9825
2023-01-29 10:36:09.113736927 +0000 UTC m=+6900.189898788,1674988569,Frontend,0,0.175,0.75,0.958333333333333,2.1250000000000013
2023-01-29 10:37:09.113392376 +0000 UTC m=+6960.189554254,1674988629,Frontend,0,0.175,0.5750000000000001,0.7875,0.9574999999999997
2023-01-29 10:38:09.085018466 +0000 UTC m=+7020.161180330,1674988689,Frontend,0,0.2777777777777778,0.4777777777777778,0.5499999999999996,0.91
2023-01-29 10:39:09.090512442 +0000 UTC m=+7080.166674304,1674988749,Frontend,0,0.2178571428571429,0.6875,0.8437499999999998,0.9687500000000001
2023-01-29 10:40:09.101272944 +0000 UTC m=+7140.177434830,1674988809,Frontend,0,0.16818181818181818,0.4300000000000001,0.48999999999999994,0.8799999999999999
2023-01-29 10:41:09.110727245 +0000 UTC m=+7200.186889106,1674988869,Frontend,0,0.5,3.666666666666666,4.333333333333331,4.866666666666668
2023-01-29 10:42:09.112860424 +0000 UTC m=+7260.189022287,1674988929,Frontend,0,0.203125,0.4593750000000001,0.4953125000000001,0.8849999999999997
2023-01-29 10:43:09.107957884 +0000 UTC m=+7320.184119744,1674988989,Frontend,0,0.1625,0.45833333333333337,0.6249999999999996,0.925
2023-01-29 10:44:09.109302271 +0000 UTC m=+7380.185464144,1674989049,Frontend,0,0.1340909090909091,0.24863636363636366,0.4874999999999997,0.8949999999999999
2023-01-29 10:45:09.095799089 +0000 UTC m=+7440.171960951,1674989109,Frontend,0,0.18999999999999995,0.7249999999999998,0.8624999999999998,0.9725000000000001
2023-01-29 10:46:09.087885865 +0000 UTC m=+7500.164047733,1674989169,Frontend,0,0.13125000000000003,0.38125,0.471875,0.8549999999999993
2023-01-29 10:47:09.096851078 +0000 UTC m=+7560.173012939,1674989229,Frontend,0,0.184375,0.45625,1.2249999999999943,2.244999999999998
2023-01-29 10:48:09.103758324 +0000 UTC m=+7620.179920192,1674989289,Frontend,0,0.26250000000000007,1.249999999999999,2.1249999999999982,4.124999999999994
2023-01-29 10:49:09.097542209 +0000 UTC m=+7680.173704072,1674989349,Frontend,0,0.1125,0.7900000000000001,0.8949999999999999,0.979
2023-01-29 10:50:09.099801828 +0000 UTC m=+7740.175963690,1674989409,Frontend,0,0.175,0.45714285714285713,0.49642857142857133,0.8900000000000005
2023-01-29 10:51:09.100945664 +0000 UTC m=+7800.177107524,1674989469,Frontend,0,0.16000000000000003,0.8000000000000004,0.9625000000000004,2.109999999999999
2023-01-29 10:52:09.125612062 +0000 UTC m=+7860.201773934,1674989529,Frontend,0,0.11875000000000005,0.79375,0.8968749999999998,0.9793749999999998
2023-01-29 10:53:09.106787773 +0000 UTC m=+7920.182949633,1674989589,Frontend,0,0.15,0.6333333333333332,0.8166666666666663,0.9633333333333335
2023-01-29 10:54:09.077931407 +0000 UTC m=+7980.154093267,1674989649,Frontend,0,0.09375,0.6000000000000005,0.8,0.96
2023-01-29 10:55:09.084079253 +0000 UTC m=+8040.160241116,1674989709,Frontend,0,0.25,1.7200000000000004,2.11,2.4219999999999997
2023-01-29 10:56:09.099956575 +0000 UTC m=+8100.176118451,1674989769,Frontend,0,0.22,0.8,0.8999999999999998,0.9800000000000002
2023-01-29 10:57:09.081951097 +0000 UTC m=+8160.158112958,1674989829,Frontend,0,0.1375,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-29 10:58:09.087189212 +0000 UTC m=+8220.163351124,1674989889,Frontend,0,0.1675,0.4812500000000002,0.7125000000000005,0.9424999999999998
2023-01-29 10:59:09.092992016 +0000 UTC m=+8280.169153877,1674989949,Frontend,0,0.11666666666666665,0.2366666666666667,0.5499999999999996,0.91
2023-01-29 11:00:09.143477032 +0000 UTC m=+8340.219638893,1674990009,Frontend,0,0.23125,0.8874999999999998,1.0749999999999968,2.215000000000001
2023-01-29 11:01:09.098362875 +0000 UTC m=+8400.174524735,1674990069,Frontend,0,0.1,0.4249999999999999,0.599999999999999,0.9200000000000005
2023-01-29 11:02:09.124912299 +0000 UTC m=+8460.201074160,1674990129,Frontend,0,0.375,1.375,1.9374999999999993,2.3875
2023-01-29 11:03:09.08976355 +0000 UTC m=+8520.165925416,1674990189,Frontend,0,0.04375,0.29999999999999993,0.3999999999999998,0.4800000000000001
2023-01-29 11:04:09.117411322 +0000 UTC m=+8580.193573185,1674990249,Frontend,0,0.046875,0.4625,1.5249999999999997,2.3049999999999993
2023-01-29 11:05:09.11166771 +0000 UTC m=+8640.187829571,1674990309,Frontend,0,0.15625,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-29 11:06:09.115180331 +0000 UTC m=+8700.191342219,1674990369,Frontend,0,0.15999999999999998,0.45714285714285713,0.49642857142857133,0.8900000000000005
2023-01-29 11:07:09.118576453 +0000 UTC m=+8760.194738314,1674990429,Frontend,0,0.146875,0.4750000000000001,0.6874999999999993,0.9375000000000002
2023-01-29 11:08:09.099654425 +0000 UTC m=+8820.175816293,1674990489,Frontend,0,0.1825,0.44374999999999987,0.524999999999998,0.905
2023-01-29 11:09:09.104214268 +0000 UTC m=+8880.180376128,1674990549,Frontend,0,0.25,1.5250000000000004,2.0125,2.4024999999999994
2023-01-29 11:10:09.12091041 +0000 UTC m=+8940.197072298,1674990609,Frontend,0,0.29166666666666663,0.5249999999999998,0.7624999999999994,0.9525000000000002
2023-01-29 11:11:09.121083901 +0000 UTC m=+9000.197245761,1674990669,Frontend,0,0.115,0.4464285714285714,0.4910714285714285,0.8750000000000004
2023-01-29 11:12:09.109140964 +0000 UTC m=+9060.185302824,1674990729,Frontend,0,0.15625,0.5,0.75,0.9499999999999996
2023-01-29 11:13:09.120117257 +0000 UTC m=+9120.196279120,1674990789,Frontend,0,0.12500000000000003,0.6000000000000004,0.925,2.1099999999999977
2023-01-29 11:14:09.118977708 +0000 UTC m=+9180.195139609,1674990849,Frontend,0,0.18250000000000005,0.8500000000000002,0.9607142857142857,2.035000000000003
2023-01-29 11:15:09.097406376 +0000 UTC m=+9240.173568235,1674990909,Frontend,0,0.15000000000000002,0.7400000000000001,0.87,0.9739999999999999
2023-01-29 11:16:09.115340815 +0000 UTC m=+9300.191502676,1674990969,Frontend,0,0.15624999999999994,2.250000000000001,3.437499999999997,4.687500000000001
2023-01-29 11:17:09.127348793 +0000 UTC m=+9360.203510653,1674991029,Frontend,0,0.175,0.9,1.299999999999997,2.2600000000000016
2023-01-29 11:18:09.086378524 +0000 UTC m=+9420.162540384,1674991089,Frontend,0,0.2178571428571429,2.012500000000001,2.443750000000001,4.424999999999998
2023-01-29 11:19:09.116168787 +0000 UTC m=+9480.192330682,1674991149,Frontend,0,0.1642857142857143,0.7000000000000002,0.9333333333333329,2.080000000000001
2023-01-29 11:20:09.115189423 +0000 UTC m=+9540.191351290,1674991209,Frontend,0,0.1375,0.4625,0.7125,0.9424999999999997
2023-01-29 11:21:09.127098194 +0000 UTC m=+9600.203260062,1674991269,Frontend,0,0.15833333333333333,0.6833333333333331,0.8416666666666663,0.9683333333333335
2023-01-29 11:22:09.128803892 +0000 UTC m=+9660.204965753,1674991329,Frontend,0,0.19374999999999998,0.7624999999999998,0.8812499999999998,0.9762500000000001
2023-01-29 11:23:09.12710612 +0000 UTC m=+9720.203268002,1674991389,Frontend,0,0.14500000000000002,1.2500000000000004,1.8749999999999996,2.375000000000001
2023-01-29 11:24:09.123267335 +0000 UTC m=+9780.199429195,1674991449,Frontend,0,0.19642857142857145,0.75,0.8749999999999998,0.9750000000000001
2023-01-29 11:25:09.116914838 +0000 UTC m=+9840.193076698,1674991509,Frontend,0,0.18749999999999997,0.9750000000000002,3.6874999999999987,4.7375
2023-01-29 11:26:09.12052835 +0000 UTC m=+9900.196690211,1674991569,Frontend,0,0.15625,0.6374999999999998,0.81875,0.9637499999999998
2023-01-29 11:27:09.132084435 +0000 UTC m=+9960.208246295,1674991629,Frontend,0,0.184375,0.6625000000000003,0.83125,0.96625
2023-01-29 11:28:09.133187142 +0000 UTC m=+10020.209349004,1674991689,Frontend,0,0.10937500000000003,0.39166666666666694,0.4875000000000002,0.8849999999999997
2023-01-29 11:29:09.110078644 +0000 UTC m=+10080.186240505,1674991749,Frontend,0,0.225,0.925,1.299999999999997,2.2600000000000016
2023-01-29 11:30:09.092473103 +0000 UTC m=+10140.168634965,1674991809,Frontend,0,0.46875,1.375,1.9374999999999993,2.3875
2023-01-29 11:31:09.126405801 +0000 UTC m=+10200.202567662,1674991869,Frontend,0,0.16666666666666666,0.5,0.75,0.9499999999999996
2023-01-29 11:32:09.126948071 +0000 UTC m=+10260.203109931,1674991929,Frontend,0,0.13750000000000004,0.8333333333333333,1.3749999999999987,2.275
2023-01-29 11:33:09.127872635 +0000 UTC m=+10320.204034495,1674991989,Frontend,0,0.1375,0.39375,0.446875,0.4893749999999999
2023-01-29 11:34:09.146031348 +0000 UTC m=+10380.222193208,1674992049,Frontend,0,0.225,0.6666666666666666,0.8333333333333333,0.9666666666666666
2023-01-29 11:35:09.143772357 +0000 UTC m=+10440.219934217,1674992109,Frontend,0,0.09375,0.4750000000000002,0.7249999999999999,0.9450000000000002
2023-01-29 11:36:09.128006209 +0000 UTC m=+10500.204168069,1674992169,Frontend,0,0.2071428571428571,0.6333333333333332,0.8166666666666663,0.9633333333333335
2023-01-29 11:37:09.149197717 +0000 UTC m=+10560.225359577,1674992229,Frontend,0,0.2,0.8250000000000004,0.9750000000000002,2.140000000000001
2023-01-29 11:38:09.148008176 +0000 UTC m=+10620.224170051,1674992289,Frontend,0,0.25,0.7249999999999998,0.8624999999999998,0.9725000000000001
2023-01-29 11:39:09.144873011 +0000 UTC m=+10680.221034871,1674992349,Frontend,0,0.09374999999999999,0.8,0.9625,2.1099999999999977
2023-01-29 11:40:09.130901827 +0000 UTC m=+10740.207063716,1674992409,Frontend,0,0.15357142857142855,0.485,0.7125,0.9424999999999997
2023-01-29 11:41:09.153595197 +0000 UTC m=+10800.229757062,1674992469,Frontend,0,0.08928571428571429,0.5500000000000006,0.775,0.955
2023-01-29 11:42:09.150915442 +0000 UTC m=+10860.227077306,1674992529,Frontend,0,0.12249999999999997,0.4375000000000002,0.6874999999999993,0.9375000000000002
2023-01-29 11:43:09.14052882 +0000 UTC m=+10920.216690705,1674992589,Frontend,0,0.1975,0.6166666666666666,0.8083333333333332,0.9616666666666666
